symbol,date,open,high,low,close,change,changePercent,label
MSFT,2023-11-24,377.33,377.97,375.14,377.43,0.1,0.026502,"November 24, 23"
MSFT,2023-11-22,378,379.79,374.97,377.85,-0.15,-0.03968254,"November 22, 23"
MSFT,2023-11-21,375.67,376.22,371.12,373.07,-2.6,-0.6921,"November 21, 23"
MSFT,2023-11-20,371.22,378.87,371,377.44,6.22,1.68,"November 20, 23"
MSFT,2023-11-17,373.61,374.37,367,369.85,-3.76,-1.01,"November 17, 23"
MSFT,2023-11-16,370.96,376.35,370.18,376.17,5.21,1.4,"November 16, 23"
MSFT,2023-11-15,371.28,373.13,367.11,369.67,-1.61,-0.43363,"November 15, 23"
MSFT,2023-11-14,371.01,371.95,367.35,370.27,-0.74,-0.19946,"November 14, 23"
MSFT,2023-11-13,368.22,368.47,365.9,366.68,-1.54,-0.41823,"November 13, 23"
MSFT,2023-11-10,361.49,370.1,361.07,369.67,8.18,2.26,"November 10, 23"
MSFT,2023-11-09,362.3,364.79,360.36,360.69,-1.61,-0.44438,"November 09, 23"
MSFT,2023-11-08,361.68,363.87,360.55,363.2,1.52,0.42026,"November 08, 23"
MSFT,2023-11-07,359.4,362.46,357.63,360.53,1.13,0.31441,"November 07, 23"
MSFT,2023-11-06,353.45,357.54,353.35,356.53,3.08,0.87141,"November 06, 23"
MSFT,2023-11-03,349.63,354.39,347.33,352.8,3.17,0.90667,"November 03, 23"
MSFT,2023-11-02,347.24,348.83,344.77,348.32,1.08,0.31102,"November 02, 23"
MSFT,2023-11-01,339.79,347.42,339.65,346.07,6.28,1.85,"November 01, 23"
MSFT,2023-10-31,338.85,339,334.69,338.11,-0.74,-0.21839,"October 31, 23"
MSFT,2023-10-30,333.41,339.45,331.83,337.31,3.9,1.17,"October 30, 23"
MSFT,2023-10-27,330.43,336.72,328.4,329.81,-0.62,-0.18763,"October 27, 23"
MSFT,2023-10-26,340.54,341.63,326.94,327.89,-12.65,-3.71,"October 26, 23"
MSFT,2023-10-25,345.02,346.2,337.62,340.67,-4.35,-1.26,"October 25, 23"
MSFT,2023-10-24,331.3,331.84,327.6,330.53,-0.77,-0.23242,"October 24, 23"
MSFT,2023-10-23,325.47,332.73,324.39,329.32,3.85,1.18,"October 23, 23"
MSFT,2023-10-20,331.72,331.92,325.45,326.67,-5.05,-1.52,"October 20, 23"
MSFT,2023-10-19,332.15,336.88,330.91,331.32,-0.83,-0.24989,"October 19, 23"
MSFT,2023-10-18,332.49,335.59,328.3,330.11,-2.38,-0.71581,"October 18, 23"
MSFT,2023-10-17,329.59,333.46,327.41,332.06,2.47,0.74942,"October 17, 23"
MSFT,2023-10-16,331.05,336.14,330.6,332.64,1.59,0.48029,"October 16, 23"
MSFT,2023-10-13,332.38,333.83,326.36,327.73,-4.65,-1.4,"October 13, 23"
MSFT,2023-10-12,330.57,333.63,328.72,331.16,0.59,0.17848,"October 12, 23"
MSFT,2023-10-11,331.21,332.82,329.14,332.42,1.21,0.36533,"October 11, 23"
MSFT,2023-10-10,330.96,331.1,327.67,328.39,-2.57,-0.77653,"October 10, 23"
MSFT,2023-10-09,324.75,330.3,323.18,329.82,5.07,1.56,"October 09, 23"
MSFT,2023-10-06,316.55,329.19,316.3,327.26,10.71,3.38,"October 06, 23"
MSFT,2023-10-05,319.09,319.98,314.9,319.36,0.27,0.08461563,"October 05, 23"
MSFT,2023-10-04,314.03,320.04,314,318.96,4.93,1.57,"October 04, 23"
MSFT,2023-10-03,320.83,321.39,311.21,313.39,-7.44,-2.32,"October 03, 23"
MSFT,2023-10-02,316.28,321.89,315.18,321.8,5.52,1.75,"October 02, 23"
MSFT,2023-09-29,317.75,319.47,314.98,315.75,-2,-0.62943,"September 29, 23"
MSFT,2023-09-28,310.99,315.48,309.45,313.64,2.65,0.85212,"September 28, 23"
MSFT,2023-09-27,312.3,314.3,309.69,312.79,0.49,0.1569,"September 27, 23"
MSFT,2023-09-26,315.13,315.88,310.02,312.14,-2.99,-0.94881,"September 26, 23"
MSFT,2023-09-25,316.59,317.67,315,317.54,0.95,0.30007,"September 25, 23"
MSFT,2023-09-22,321.32,321.45,316.15,317.01,-4.31,-1.34,"September 22, 23"
MSFT,2023-09-21,319.26,325.35,315,319.53,0.27,0.08457057,"September 21, 23"
MSFT,2023-09-20,329.51,329.59,320.51,320.77,-8.74,-2.65,"September 20, 23"
MSFT,2023-09-19,326.17,329.39,324.51,328.65,2.48,0.76034,"September 19, 23"
MSFT,2023-09-18,327.8,330.4,326.36,329.06,1.26,0.38438,"September 18, 23"
MSFT,2023-09-15,336.92,337.4,329.65,330.22,-6.7,-1.99,"September 15, 23"
MSFT,2023-09-14,339.15,340.86,336.57,338.7,-0.45,-0.13268,"September 14, 23"
MSFT,2023-09-13,331.31,336.85,331.17,336.06,4.75,1.43,"September 13, 23"
MSFT,2023-09-12,335.82,336.79,331.48,331.77,-4.05,-1.21,"September 12, 23"
MSFT,2023-09-11,337.24,338.42,335.43,337.94,0.7,0.20757,"September 11, 23"
MSFT,2023-09-08,330.09,336.16,329.46,334.27,4.18,1.27,"September 08, 23"
MSFT,2023-09-07,331.29,333.08,329.03,329.91,-1.38,-0.41655,"September 07, 23"
MSFT,2023-09-06,333.38,334.46,330.18,332.88,-0.5,-0.14998,"September 06, 23"
MSFT,2023-09-05,329,334.85,328.66,333.55,4.55,1.38,"September 05, 23"
MSFT,2023-09-01,331.31,331.99,326.78,328.66,-2.65,-0.79986,"September 01, 23"
MSFT,2023-08-31,329.2,330.91,326.78,327.76,-1.44,-0.43742,"August 31, 23"
MSFT,2023-08-30,328.67,329.81,326.45,328.79,0.12,0.03651079,"August 30, 23"
MSFT,2023-08-29,321.88,328.98,321.88,328.41,6.53,2.03,"August 29, 23"
MSFT,2023-08-28,325.66,326.15,321.72,323.7,-1.96,-0.60185,"August 28, 23"
MSFT,2023-08-25,321.47,325.36,318.8,322.98,1.51,0.46972,"August 25, 23"
MSFT,2023-08-24,332.85,332.98,319.96,319.97,-12.88,-3.87,"August 24, 23"
MSFT,2023-08-23,323.82,329.2,323.46,327,3.18,0.98203,"August 23, 23"
MSFT,2023-08-22,325.5,326.08,321.46,322.46,-3.04,-0.93395,"August 22, 23"
MSFT,2023-08-21,317.93,322.77,317.04,321.88,3.95,1.24,"August 21, 23"
MSFT,2023-08-18,314.49,318.38,311.55,316.48,1.99,0.63277,"August 18, 23"
MSFT,2023-08-17,320.54,321.87,316.21,316.88,-3.66,-1.14,"August 17, 23"
MSFT,2023-08-16,320.8,324.42,319.8,320.4,-0.4,-0.12469,"August 16, 23"
MSFT,2023-08-15,323,325.09,320.9,321.86,-1.14,-0.35294,"August 15, 23"
MSFT,2023-08-14,321.39,324.06,320.08,324.04,2.65,0.82454,"August 14, 23"
MSFT,2023-08-11,320.26,322.41,319.21,321.01,0.75,0.23418,"August 11, 23"
MSFT,2023-08-10,326.02,328.26,321.18,322.93,-3.09,-0.94779,"August 10, 23"
MSFT,2023-08-09,326.47,327.11,321.05,322.23,-4.24,-1.3,"August 09, 23"
MSFT,2023-08-08,326.96,328.75,323,326.05,-0.91,-0.27832,"August 08, 23"
MSFT,2023-08-07,328.37,331.11,327.52,330.11,1.74,0.52989,"August 07, 23"
MSFT,2023-08-04,331.88,335.14,327.24,327.78,-4.1,-1.24,"August 04, 23"
MSFT,2023-08-03,326,329.88,325.95,326.66,0.66,0.20245,"August 03, 23"
MSFT,2023-08-02,333.63,333.63,326.36,327.5,-6.13,-1.84,"August 02, 23"
MSFT,2023-08-01,335.19,338.54,333.7,336.34,1.15,0.34309,"August 01, 23"
MSFT,2023-07-31,336.92,337.7,333.36,335.92,-1,-0.29681,"July 31, 23"
MSFT,2023-07-28,333.67,340.01,333.17,338.37,4.7,1.41,"July 28, 23"
MSFT,2023-07-27,340.48,341.33,329.05,330.72,-9.76,-2.87,"July 27, 23"
MSFT,2023-07-26,341.44,344.67,333.11,337.77,-3.67,-1.07,"July 26, 23"
MSFT,2023-07-25,347.11,351.89,345.07,350.98,3.87,1.11,"July 25, 23"
MSFT,2023-07-24,345.85,346.92,342.31,345.11,-0.74,-0.21397,"July 24, 23"
MSFT,2023-07-21,349.15,350.3,339.83,343.77,-5.38,-1.54,"July 21, 23"
MSFT,2023-07-20,353.57,357.97,345.37,346.87,-6.7,-1.89,"July 20, 23"
MSFT,2023-07-19,361.75,362.46,352.44,355.08,-6.67,-1.84,"July 19, 23"
MSFT,2023-07-18,345.83,366.78,342.17,359.49,13.66,3.95,"July 18, 23"
MSFT,2023-07-17,345.68,346.99,342.2,345.73,0.05,0.01446424,"July 17, 23"
MSFT,2023-07-14,347.59,351.43,344.31,345.24,-2.35,-0.67608,"July 14, 23"
MSFT,2023-07-13,339.56,343.74,339.02,342.66,3.1,0.91295,"July 13, 23"
MSFT,2023-07-12,336.6,341.65,335.67,337.2,0.6,0.17825,"July 12, 23"
MSFT,2023-07-11,331.06,332.86,327,332.47,1.41,0.4259,"July 11, 23"
MSFT,2023-07-10,334.6,335.23,327.59,331.83,-2.77,-0.82785,"July 10, 23"
MSFT,2023-07-07,339.32,341.79,337,337.22,-2.1,-0.61888,"July 07, 23"
MSFT,2023-07-06,337.3,342.99,335.5,341.27,3.97,1.18,"July 06, 23"
MSFT,2023-07-05,335.09,341.65,334.73,338.15,3.06,0.91319,"July 05, 23"
MSFT,2023-07-03,339.19,340.9,336.57,337.99,-1.2,-0.35378,"July 03, 23"
MSFT,2023-06-30,337.75,342.73,337.2,340.54,2.79,0.82605,"June 30, 23"
MSFT,2023-06-29,334.71,336.11,332.62,335.05,0.34,0.10158,"June 29, 23"
MSFT,2023-06-28,334.66,337.98,333.81,335.85,1.19,0.35558,"June 28, 23"
MSFT,2023-06-27,331.86,336.15,329.3,334.57,2.71,0.81661,"June 27, 23"
MSFT,2023-06-26,333.72,336.11,328.49,328.6,-5.12,-1.53,"June 26, 23"
MSFT,2023-06-23,334.36,337.96,333.45,335.02,0.66,0.19739,"June 23, 23"
MSFT,2023-06-22,334.12,340.12,333.34,339.71,5.59,1.67,"June 22, 23"
MSFT,2023-06-21,336.37,337.73,332.07,333.56,-2.81,-0.83539,"June 21, 23"
MSFT,2023-06-20,339.31,342.08,335.86,338.05,-1.26,-0.37134,"June 20, 23"
MSFT,2023-06-16,351.32,351.47,341.95,342.33,-8.99,-2.56,"June 16, 23"
MSFT,2023-06-15,337.48,349.84,337.2,348.1,10.62,3.15,"June 15, 23"
MSFT,2023-06-14,334.34,339.04,332.81,337.34,3,0.89729,"June 14, 23"
MSFT,2023-06-13,334.47,336.98,330.39,334.29,-0.18,-0.05381649,"June 13, 23"
MSFT,2023-06-12,328.58,332.1,325.16,331.85,3.27,0.99519,"June 12, 23"
MSFT,2023-06-09,324.99,329.99,324.41,326.79,1.8,0.55386,"June 09, 23"
MSFT,2023-06-08,323.94,326.64,323.35,325.26,1.32,0.40748,"June 08, 23"
MSFT,2023-06-07,331.65,334.49,322.5,323.38,-8.27,-2.49,"June 07, 23"
MSFT,2023-06-06,335.33,335.37,332.17,333.68,-1.65,-0.49205,"June 06, 23"
MSFT,2023-06-05,335.22,338.56,334.66,335.94,0.72,0.21478,"June 05, 23"
MSFT,2023-06-02,334.25,337.5,332.55,335.4,1.15,0.34405,"June 02, 23"
MSFT,2023-06-01,325.93,333.53,324.72,332.58,6.65,2.04,"June 01, 23"
MSFT,2023-05-31,332.29,335.94,327.33,328.39,-3.9,-1.17,"May 31, 23"
MSFT,2023-05-30,335.23,335.74,330.52,331.21,-4.02,-1.2,"May 30, 23"
MSFT,2023-05-26,324.02,333.4,323.88,332.89,8.87,2.74,"May 26, 23"
MSFT,2023-05-25,323.24,326.9,320,325.92,2.68,0.82911,"May 25, 23"
MSFT,2023-05-24,314.73,316.5,312.61,313.85,-0.88,-0.2796,"May 24, 23"
MSFT,2023-05-23,320.03,322.72,315.25,315.26,-4.77,-1.49,"May 23, 23"
MSFT,2023-05-22,318.6,322.59,318.01,321.18,2.58,0.80979,"May 22, 23"
MSFT,2023-05-19,316.74,318.75,316.37,318.34,1.6,0.50515,"May 19, 23"
MSFT,2023-05-18,314.53,319.04,313.72,318.52,3.99,1.27,"May 18, 23"
MSFT,2023-05-17,312.29,314.43,310.74,314,1.71,0.54757,"May 17, 23"
MSFT,2023-05-16,309.83,313.71,309.83,311.74,1.91,0.61647,"May 16, 23"
MSFT,2023-05-15,309.1,309.9,307.59,309.46,0.36,0.11647,"May 15, 23"
MSFT,2023-05-12,310.55,310.65,306.6,308.97,-1.58,-0.50877,"May 12, 23"
MSFT,2023-05-11,310.1,311.12,306.26,310.11,0.01,0.00322477,"May 11, 23"
MSFT,2023-05-10,308.62,313,307.67,312.31,3.69,1.2,"May 10, 23"
MSFT,2023-05-09,308,310.04,306.31,307,-1,-0.32468,"May 09, 23"
MSFT,2023-05-08,310.13,310.2,306.09,308.65,-1.48,-0.47722,"May 08, 23"
MSFT,2023-05-05,305.72,311.97,304.27,310.65,4.93,1.61,"May 05, 23"
MSFT,2023-05-04,306.24,307.76,303.4,305.41,-0.83,-0.27103,"May 04, 23"
MSFT,2023-05-03,306.62,308.61,304.09,304.4,-2.22,-0.72402,"May 03, 23"
MSFT,2023-05-02,307.76,309.18,303.91,305.41,-2.35,-0.76358,"May 02, 23"
MSFT,2023-05-01,306.97,308.6,305.15,305.56,-1.41,-0.45933,"May 01, 23"
MSFT,2023-04-28,304.01,308.93,303.31,307.26,3.25,1.07,"April 28, 23"
MSFT,2023-04-27,295.97,305.2,295.25,304.83,8.86,2.99,"April 27, 23"
MSFT,2023-04-26,296.7,299.57,292.73,295.37,-1.33,-0.44826,"April 26, 23"
MSFT,2023-04-25,279.51,281.6,275.37,275.42,-4.09,-1.46,"April 25, 23"
MSFT,2023-04-24,282.09,284.95,278.72,281.77,-0.32,-0.11344,"April 24, 23"
MSFT,2023-04-21,285.01,286.27,283.06,285.76,0.75,0.26315,"April 21, 23"
MSFT,2023-04-20,285.25,289.03,285.08,286.11,0.86,0.30149,"April 20, 23"
MSFT,2023-04-19,285.99,289.05,284.54,288.45,2.46,0.86017,"April 19, 23"
MSFT,2023-04-18,291.57,291.76,287.01,288.37,-3.2,-1.1,"April 18, 23"
MSFT,2023-04-17,289.93,291.6,286.16,288.8,-1.13,-0.38975,"April 17, 23"
MSFT,2023-04-14,287,288.48,283.69,286.14,-0.86,-0.29965,"April 14, 23"
MSFT,2023-04-13,283.59,289.9,283.17,289.84,6.25,2.2,"April 13, 23"
MSFT,2023-04-12,284.79,287.01,281.96,283.49,-1.3,-0.45648,"April 12, 23"
MSFT,2023-04-11,285.75,285.98,281.64,282.83,-2.92,-1.02,"April 11, 23"
MSFT,2023-04-10,289.21,289.6,284.71,289.39,0.18,0.06223851,"April 10, 23"
MSFT,2023-04-06,283.21,292.08,282.03,291.6,8.39,2.96,"April 06, 23"
MSFT,2023-04-05,285.85,287.15,282.92,284.34,-1.51,-0.52825,"April 05, 23"
MSFT,2023-04-04,287.23,290.45,285.67,287.18,-0.05,-0.01740765,"April 04, 23"
MSFT,2023-04-03,286.52,288.27,283.95,287.23,0.71,0.2478,"April 03, 23"
MSFT,2023-03-31,283.73,289.27,283,288.3,4.57,1.61,"March 31, 23"
MSFT,2023-03-30,284.23,284.46,281.48,284.05,-0.18,-0.06332899,"March 30, 23"
MSFT,2023-03-29,278.96,281.14,278.41,280.51,1.55,0.55564,"March 29, 23"
MSFT,2023-03-28,275.79,276.14,272.05,275.23,-0.56,-0.20305,"March 28, 23"
MSFT,2023-03-27,280.5,281.46,275.52,276.38,-4.12,-1.47,"March 27, 23"
MSFT,2023-03-24,277.24,280.63,275.28,280.57,3.33,1.2,"March 24, 23"
MSFT,2023-03-23,277.94,281.06,275.2,277.66,-0.28,-0.10074,"March 23, 23"
MSFT,2023-03-22,273.4,281.04,272.18,272.29,-1.11,-0.406,"March 22, 23"
MSFT,2023-03-21,274.88,275,269.52,273.78,-1.1,-0.40017,"March 21, 23"
MSFT,2023-03-20,276.98,277.48,269.85,272.23,-4.75,-1.71,"March 20, 23"
MSFT,2023-03-17,278.26,283.33,276.32,279.43,1.17,0.42047,"March 17, 23"
MSFT,2023-03-16,265.21,276.56,263.28,276.2,10.99,4.14,"March 16, 23"
MSFT,2023-03-15,259.98,266.48,259.21,265.44,5.46,2.1,"March 15, 23"
MSFT,2023-03-14,256.75,261.07,255.86,260.79,4.04,1.57,"March 14, 23"
MSFT,2023-03-13,247.4,257.91,245.73,253.92,6.52,2.64,"March 13, 23"
MSFT,2023-03-10,251.08,252.79,247.6,248.59,-2.49,-0.99172,"March 10, 23"
MSFT,2023-03-09,255.82,259.56,251.58,252.32,-3.5,-1.37,"March 09, 23"
MSFT,2023-03-08,254.04,254.54,250.81,253.7,-0.34,-0.13384,"March 08, 23"
MSFT,2023-03-07,256.3,257.69,253.39,254.15,-2.15,-0.83886,"March 07, 23"
MSFT,2023-03-06,256.43,260.12,255.98,256.87,0.44,0.17159,"March 06, 23"
MSFT,2023-03-03,252.19,255.62,251.39,255.29,3.1,1.23,"March 03, 23"
MSFT,2023-03-02,246.55,251.4,245.61,251.11,4.56,1.85,"March 02, 23"
MSFT,2023-03-01,250.76,250.93,245.79,246.27,-4.49,-1.79,"March 01, 23"
MSFT,2023-02-28,249.07,251.49,248.73,249.42,0.35,0.14052,"February 28, 23"
MSFT,2023-02-27,252.46,252.82,249.39,250.16,-2.3,-0.91104,"February 27, 23"
MSFT,2023-02-24,249.96,251,248.1,249.22,-0.74,-0.29605,"February 24, 23"
MSFT,2023-02-23,255.56,256.84,250.48,254.77,-0.79,-0.30913,"February 23, 23"
MSFT,2023-02-22,254.09,254.34,250.34,251.51,-2.58,-1.02,"February 22, 23"
MSFT,2023-02-21,254.48,255.49,251.59,252.67,-1.81,-0.71125,"February 21, 23"
MSFT,2023-02-17,259.39,260.09,256,258.06,-1.33,-0.51274,"February 17, 23"
MSFT,2023-02-16,264.02,266.74,261.9,262.15,-1.87,-0.70828,"February 16, 23"
MSFT,2023-02-15,268.32,270.73,266.18,269.32,1,0.37269,"February 15, 23"
MSFT,2023-02-14,272.67,274.97,269.28,272.17,-0.5,-0.18337,"February 14, 23"
MSFT,2023-02-13,267.64,274.6,267.15,271.32,3.68,1.37,"February 13, 23"
MSFT,2023-02-10,261.53,264.09,260.66,263.1,1.57,0.60031,"February 10, 23"
MSFT,2023-02-09,273.8,273.98,262.8,263.62,-10.18,-3.72,"February 09, 23"
MSFT,2023-02-08,273.2,276.76,266.21,266.73,-6.47,-2.37,"February 08, 23"
MSFT,2023-02-07,260.53,268.77,260.08,267.56,7.03,2.7,"February 07, 23"
MSFT,2023-02-06,257.44,258.3,254.78,256.77,-0.67,-0.26025,"February 06, 23"
MSFT,2023-02-03,259.54,264.2,257.1,258.35,-1.19,-0.4585,"February 03, 23"
MSFT,2023-02-02,258.82,264.69,257.25,264.6,5.78,2.23,"February 02, 23"
MSFT,2023-02-01,248,255.18,245.47,252.75,4.75,1.92,"February 01, 23"
MSFT,2023-01-31,243.45,247.95,242.95,247.81,4.36,1.79,"January 31, 23"
MSFT,2023-01-30,244.51,245.6,242.2,242.71,-1.8,-0.73617,"January 30, 23"
MSFT,2023-01-27,248.99,249.83,246.83,248.16,-0.83,-0.33335,"January 27, 23"
MSFT,2023-01-26,243.65,248.31,242,248,4.35,1.79,"January 26, 23"
MSFT,2023-01-25,234.48,243.3,230.9,240.61,6.13,2.61,"January 25, 23"
MSFT,2023-01-24,242.5,243.95,240.44,242.04,-0.46,-0.18969,"January 24, 23"
MSFT,2023-01-23,241.1,245.17,239.65,242.58,1.48,0.61385,"January 23, 23"
MSFT,2023-01-20,234.86,240.74,234.51,240.22,5.36,2.28,"January 20, 23"
MSFT,2023-01-19,233.78,235.52,230.68,231.93,-1.85,-0.79134,"January 19, 23"
MSFT,2023-01-18,241.57,242.38,235.52,235.81,-5.76,-2.38,"January 18, 23"
MSFT,2023-01-17,237.97,240.91,237.09,240.35,2.38,1,"January 17, 23"
MSFT,2023-01-13,237,239.37,234.92,239.23,2.23,0.94093,"January 13, 23"
MSFT,2023-01-12,235.26,239.9,233.56,238.51,3.25,1.38,"January 12, 23"
MSFT,2023-01-11,231.29,235.95,231.11,235.77,4.48,1.94,"January 11, 23"
MSFT,2023-01-10,227.76,231.31,227.33,228.85,1.09,0.47857,"January 10, 23"
MSFT,2023-01-09,226.45,231.24,226.41,227.12,0.67,0.29587,"January 09, 23"
MSFT,2023-01-06,223,225.76,219.35,224.93,1.93,0.86547,"January 06, 23"
MSFT,2023-01-05,227.2,227.55,221.76,222.31,-4.89,-2.15,"January 05, 23"
MSFT,2023-01-04,232.28,232.87,225.96,229.1,-3.18,-1.37,"January 04, 23"
MSFT,2023-01-03,243.08,245.75,237.4,239.58,-3.5,-1.44,"January 03, 23"
MSFT,2022-12-30,238.21,239.96,236.66,239.82,1.61,0.67587,"December 30, 22"
MSFT,2022-12-29,235.65,241.92,235.65,241.01,5.36,2.27,"December 29, 22"
MSFT,2022-12-28,236.89,239.72,234.17,234.53,-2.36,-0.99624,"December 28, 22"
MSFT,2022-12-27,238.7,238.93,235.83,236.96,-1.74,-0.72895,"December 27, 22"
MSFT,2022-12-23,236.11,238.87,233.94,238.73,2.62,1.11,"December 23, 22"
MSFT,2022-12-22,241.26,241.99,233.87,238.19,-3.07,-1.27,"December 22, 22"
MSFT,2022-12-21,241.69,245.62,240.11,244.43,2.74,1.13,"December 21, 22"
MSFT,2022-12-20,239.4,242.91,238.42,241.8,2.4,1,"December 20, 22"
MSFT,2022-12-19,244.86,245.21,238.71,240.45,-4.41,-1.8,"December 19, 22"
MSFT,2022-12-16,248.55,249.84,243.51,244.69,-3.86,-1.55,"December 16, 22"
MSFT,2022-12-15,253.72,254.2,247.34,249.01,-4.71,-1.86,"December 15, 22"
MSFT,2022-12-14,257.13,262.59,254.31,257.22,0.09,0.03500175,"December 14, 22"
MSFT,2022-12-13,261.69,263.92,253.07,256.92,-4.77,-1.82,"December 13, 22"
MSFT,2022-12-12,247.45,252.54,247.17,252.51,5.06,2.04,"December 12, 22"
MSFT,2022-12-09,244.7,248.31,244.16,245.42,0.72,0.29424,"December 09, 22"
MSFT,2022-12-08,244.84,248.74,243.06,247.4,2.56,1.05,"December 08, 22"
MSFT,2022-12-07,244.83,246.16,242.21,244.37,-0.46,-0.18789,"December 07, 22"
MSFT,2022-12-06,250.82,251.86,243.78,245.12,-5.7,-2.27,"December 06, 22"
MSFT,2022-12-05,252.01,253.82,248.06,250.2,-1.81,-0.71823,"December 05, 22"
MSFT,2022-12-02,249.82,256.06,249.69,255.02,5.2,2.08,"December 02, 22"
MSFT,2022-12-01,253.87,256.12,250.92,254.69,0.82,0.323,"December 01, 22"
MSFT,2022-11-30,240.57,255.33,239.86,255.14,14.57,6.06,"November 30, 22"
MSFT,2022-11-29,241.4,242.79,238.21,240.33,-1.07,-0.44325,"November 29, 22"
MSFT,2022-11-28,246.08,246.65,240.8,241.76,-4.32,-1.76,"November 28, 22"
MSFT,2022-11-25,247.31,248.7,246.73,247.49,0.18,0.07278315,"November 25, 22"
MSFT,2022-11-23,245.11,248.28,244.27,247.58,2.47,1.01,"November 23, 22"
MSFT,2022-11-22,243.59,245.31,240.71,245.03,1.44,0.59116,"November 22, 22"
MSFT,2022-11-21,241.43,244.67,241.19,242.05,0.62,0.2568,"November 21, 22"
MSFT,2022-11-18,243.51,243.74,239.03,241.22,-2.29,-0.94041,"November 18, 22"
MSFT,2022-11-17,237.78,243.25,237.63,241.68,3.9,1.64,"November 17, 22"
MSFT,2022-11-16,242.79,243.8,240.42,241.73,-1.06,-0.43659,"November 16, 22"
MSFT,2022-11-15,245.66,247,240.03,241.97,-3.69,-1.5,"November 15, 22"
MSFT,2022-11-14,241.99,243.91,239.21,241.55,-0.44,-0.18183,"November 14, 22"
MSFT,2022-11-11,242.99,247.99,241.93,247.11,4.12,1.7,"November 11, 22"
MSFT,2022-11-10,235.43,243.33,235,242.98,7.55,3.21,"November 10, 22"
MSFT,2022-11-09,227.37,228.63,224.33,224.51,-2.86,-1.26,"November 09, 22"
MSFT,2022-11-08,228.7,231.65,225.84,228.87,0.17,0.07433319,"November 08, 22"
MSFT,2022-11-07,221.99,228.41,221.28,227.87,5.88,2.65,"November 07, 22"
MSFT,2022-11-04,217.55,221.59,213.43,221.39,3.84,1.77,"November 04, 22"
MSFT,2022-11-03,220.09,220.41,213.98,214.25,-5.84,-2.65,"November 03, 22"
MSFT,2022-11-02,229.46,231.3,220.04,220.1,-9.36,-4.08,"November 02, 22"
MSFT,2022-11-01,234.6,235.74,227.33,228.17,-6.43,-2.74,"November 01, 22"
MSFT,2022-10-31,233.76,234.92,231.15,232.13,-1.63,-0.6973,"October 31, 22"
MSFT,2022-10-28,226.24,236.6,226.05,235.87,9.63,4.26,"October 28, 22"
MSFT,2022-10-27,231.04,233.69,225.78,226.75,-4.29,-1.86,"October 27, 22"
MSFT,2022-10-26,231.17,238.3,230.06,231.32,0.15,0.06488731,"October 26, 22"
MSFT,2022-10-25,247.26,251.04,245.83,250.66,3.4,1.38,"October 25, 22"
MSFT,2022-10-24,243.76,247.84,241.3,247.25,3.49,1.43,"October 24, 22"
MSFT,2022-10-21,234.74,243,234.5,242.12,7.38,3.14,"October 21, 22"
MSFT,2022-10-20,235.77,241.31,234.87,236.15,0.38,0.16117,"October 20, 22"
MSFT,2022-10-19,237.04,239.61,234.29,236.48,-0.56,-0.23625,"October 19, 22"
MSFT,2022-10-18,243.24,243.93,235.37,238.5,-4.74,-1.95,"October 18, 22"
MSFT,2022-10-17,235.82,238.96,235.14,237.53,1.71,0.72513,"October 17, 22"
MSFT,2022-10-14,235.54,237.24,228.34,228.56,-6.98,-2.96,"October 14, 22"
MSFT,2022-10-13,219.85,236.1,219.13,234.24,14.39,6.55,"October 13, 22"
MSFT,2022-10-12,225.4,227.86,223.96,225.75,0.35,0.15528,"October 12, 22"
MSFT,2022-10-11,227.62,229.06,224.11,225.41,-2.21,-0.97092,"October 11, 22"
MSFT,2022-10-10,233.05,234.56,226.73,229.25,-3.8,-1.63,"October 10, 22"
MSFT,2022-10-07,240.9,241.32,233.17,234.24,-6.66,-2.76,"October 07, 22"
MSFT,2022-10-06,247.93,250.34,246.08,246.79,-1.14,-0.45981,"October 06, 22"
MSFT,2022-10-05,245.99,250.58,244.1,249.2,3.21,1.3,"October 05, 22"
MSFT,2022-10-04,245.09,250.36,244.98,248.88,3.79,1.55,"October 04, 22"
MSFT,2022-10-03,235.41,241.61,234.66,240.74,5.33,2.26,"October 03, 22"
MSFT,2022-09-30,238.29,240.54,232.73,232.9,-5.39,-2.26,"September 30, 22"
MSFT,2022-09-29,238.89,239.95,234.41,237.5,-1.39,-0.58186,"September 29, 22"
MSFT,2022-09-28,236.81,242.33,234.73,241.07,4.26,1.8,"September 28, 22"
MSFT,2022-09-27,239.98,241.8,234.5,236.41,-3.57,-1.49,"September 27, 22"
MSFT,2022-09-26,237.05,241.45,236.9,237.45,0.4,0.16874,"September 26, 22"
MSFT,2022-09-23,239.54,241.13,235.2,237.92,-1.62,-0.6763,"September 23, 22"
MSFT,2022-09-22,237.87,243.86,237.57,240.98,3.11,1.31,"September 22, 22"
MSFT,2022-09-21,244.27,247.66,238.9,238.95,-5.32,-2.18,"September 21, 22"
MSFT,2022-09-20,242.07,243.51,239.64,242.45,0.38,0.15698,"September 20, 22"
MSFT,2022-09-19,242.47,245.14,240.85,244.52,2.05,0.84547,"September 19, 22"
MSFT,2022-09-16,244.26,245.3,242.06,244.74,0.48,0.19651,"September 16, 22"
MSFT,2022-09-15,249.77,251.4,244.02,245.38,-4.39,-1.76,"September 15, 22"
